Time,Voltage
0,-0.794434119082155
0.000909083333333333,-0.957425835102221
0.00181816666666667,-1.04910867536351
0.00272725,-1.2732222848911
0.00363633333333333,-1.77238441520255
0.00454541666666667,-2.08818086499143
0.0054545,-1.99649802473014
0.00636358333333333,-1.84369329096133
0.00727266666666667,-1.73163648619753
0.00818175,-1.34453116064988
0.00909083333333333,-0.875929977092188
0.00999991666666667,-0.794434119082155
0.010909,-0.957425835102221
0.0118180833333333,-1.04910867536351
0.0127271666666667,-1.2732222848911
0.01363625,-1.76219743295129
0.0145453333333333,-2.08818086499143
0.0154544166666667,-1.99649802473014
0.0163635,-1.84369329096133
0.0172725833333333,-1.73163648619753
0.0181816666666667,-1.34453116064988
0.01909075,-0.875929977092188
0.0199998333333333,-0.794434119082155
0.0209089166666667,-0.967612817353473
0.021818,-1.04910867536351
0.0227270833333333,-1.2732222848911
0.0236361666666667,-1.77238441520255
0.02454525,-2.08818086499143
0.0254543333333333,-1.99649802473014
0.0263634166666667,-1.84369329096133
0.0272725,-1.73163648619753
0.0281815833333333,-1.35471814290113
0.0290906666666667,-0.875929977092188
0.02999975,-0.794434119082155
0.0309088333333333,-0.967612817353473
0.0318179166666667,-1.04910867536351
0.032727,-1.2732222848911
0.0336360833333333,-1.77238441520255
0.0345451666666667,-2.07799388274017
0.03545425,-1.99649802473014
0.0363633333333333,-1.84369329096133
0.0372724166666667,-1.74182346844879
0.0381815,-1.34453116064988
0.0390905833333333,-0.875929977092188
0.0399996666666667,-0.794434119082155
0.04090875,-0.967612817353473
0.0418178333333333,-1.04910867536351
0.0427269166666667,-1.2732222848911
0.043636,-1.77238441520255
0.0445450833333333,-2.08818086499143
0.0454541666666667,-1.98631104247889
0.04636325,-1.84369329096133
0.0472723333333333,-1.74182346844879
0.0481814166666667,-1.34453116064988
0.0490905,-0.875929977092188
0.0499995833333333,-0.794434119082155
0.0509086666666667,-0.967612817353473
0.05181775,-1.04910867536351
0.0527268333333333,-1.2732222848911
0.0536359166666667,-1.76219743295129
0.054545,-2.08818086499143
0.0554540833333333,-1.99649802473014
0.0563631666666667,-1.84369329096133
0.05727225,-1.73163648619753
0.0581813333333333,-1.34453116064988
0.0590904166666667,-0.875929977092188
0.0599995,-0.794434119082155
0.0609085833333333,-0.967612817353473
0.0618176666666667,-1.04910867536351
0.06272675,-1.2732222848911
0.0636358333333333,-1.77238441520255
0.0645449166666667,-2.08818086499143
0.065454,-1.99649802473014
0.0663630833333333,-1.84369329096133
0.0672721666666667,-1.73163648619753
0.06818125,-1.34453116064988
0.0690903333333333,-0.875929977092188
0.0699994166666667,-0.784247136830899
0.0709085,-0.967612817353473
0.0718175833333333,-1.04910867536351
0.0727266666666667,-1.26303530263984
0.07363575,-1.76219743295129
0.0745448333333333,-2.08818086499143
0.0754539166666667,-1.99649802473014
0.076363,-1.85388027321258
0.0772720833333333,-1.74182346844879
0.0781811666666667,-1.34453116064988
0.07909025,-0.875929977092188
0.0799993333333333,-0.794434119082155
0.0809084166666667,-0.967612817353473
0.0818175,-1.04910867536351
0.0827265833333333,-1.2732222848911
0.0836356666666667,-1.76219743295129
0.08454475,-2.08818086499143
0.0854538333333333,-1.99649802473014
0.0863629166666667,-1.84369329096133
0.087272,-1.74182346844879
0.0881810833333333,-1.34453116064988
0.0890901666666667,-0.875929977092188
0.08999925,-0.794434119082155
0.0909083333333333,-0.957425835102221
0.0918174166666667,-1.04910867536351
0.0927265,-1.2732222848911
0.0936355833333333,-1.76219743295129
0.0945446666666667,-2.08818086499143
0.09545375,-1.99649802473014
0.0963628333333333,-1.84369329096133
0.0972719166666667,-1.73163648619753
0.098181,-1.34453116064988
0.0990900833333333,-0.88611695934344
0.0999991666666667,-0.794434119082155
0.10090825,-0.957425835102221
0.101817333333333,-1.04910867536351
0.102726416666667,-1.2732222848911
0.1036355,-1.76219743295129
0.104544583333333,-2.08818086499143
0.105453666666667,-1.99649802473014
0.10636275,-1.84369329096133
0.107271833333333,-1.74182346844879
0.108180916666667,-1.34453116064988
0.10909,-0.875929977092188
0.109999083333333,-0.794434119082155
0.110908166666667,-0.967612817353473
0.11181725,-1.04910867536351
0.112726333333333,-1.2732222848911
0.113635416666667,-1.76219743295129
0.1145445,-2.08818086499143
0.115453583333333,-1.99649802473014
0.116362666666667,-1.85388027321258
0.11727175,-1.74182346844879
0.118180833333333,-1.35471814290113
0.119089916666667,-0.875929977092188
0.119999,-0.784247136830899
0.120908083333333,-0.967612817353473
0.121817166666667,-1.04910867536351
0.12272625,-1.26303530263984
0.123635333333333,-1.76219743295129
0.124544416666667,-2.08818086499143
0.1254535,-1.99649802473014
0.126362583333333,-1.85388027321258
0.127271666666667,-1.74182346844879
0.12818075,-1.34453116064988
0.129089833333333,-0.88611695934344
0.129998916666667,-0.794434119082155
0.130908,-0.967612817353473
0.131817083333333,-1.04910867536351
0.132726166666667,-1.26303530263984
0.13363525,-1.76219743295129
0.134544333333333,-2.08818086499143
0.135453416666667,-1.99649802473014
0.1363625,-1.85388027321258
0.137271583333333,-1.74182346844879
0.138180666666667,-1.34453116064988
0.13908975,-0.88611695934344
0.139998833333333,-0.794434119082155
0.140907916666667,-0.967612817353473
0.141817,-1.04910867536351
0.142726083333333,-1.26303530263984
0.143635166666667,-1.76219743295129
0.14454425,-2.08818086499143
0.145453333333333,-1.99649802473014
0.146362416666667,-1.84369329096133
0.1472715,-1.73163648619753
0.148180583333333,-1.34453116064988
0.149089666666667,-0.88611695934344
0.14999875,-0.794434119082155
0.150907833333333,-0.967612817353473
0.151816916666667,-1.04910867536351
0.152726,-1.26303530263984
0.153635083333333,-1.76219743295129
0.154544166666667,-2.08818086499143
0.15545325,-1.99649802473014
0.156362333333333,-1.84369329096133
0.157271416666667,-1.74182346844879
0.1581805,-1.35471814290113
0.159089583333333,-0.88611695934344
0.159998666666667,-0.794434119082155
0.16090775,-0.967612817353473
0.161816833333333,-1.04910867536351
0.162725916666667,-1.26303530263984
0.163635,-1.76219743295129
0.164544083333333,-2.08818086499143
0.165453166666667,-1.99649802473014
0.16636225,-1.85388027321258
0.167271333333333,-1.74182346844879
0.168180416666667,-1.35471814290113
0.1690895,-0.88611695934344
0.169998583333333,-0.794434119082155
0.170907666666667,-0.957425835102221
0.17181675,-1.04910867536351
0.172725833333333,-1.26303530263984
0.173634916666667,-1.76219743295129
0.174544,-2.08818086499143
0.175453083333333,-1.99649802473014
0.176362166666667,-1.84369329096133
0.17727125,-1.74182346844879
0.178180333333333,-1.35471814290113
0.179089416666667,-0.88611695934344
0.1799985,-0.794434119082155
0.180907583333333,-0.957425835102221
0.181816666666667,-1.04910867536351
0.18272575,-1.26303530263984
0.183634833333333,-1.76219743295129
0.184543916666667,-2.08818086499143
0.185453,-1.99649802473014
0.186362083333333,-1.85388027321258
0.187271166666667,-1.74182346844879
0.18818025,-1.35471814290113
0.189089333333333,-0.88611695934344
0.189998416666667,-0.794434119082155
0.1909075,-0.957425835102221
0.191816583333333,-1.04910867536351
0.192725666666667,-1.26303530263984
0.19363475,-1.76219743295129
0.194543833333333,-2.08818086499143
0.195452916666667,-1.99649802473014
0.196362,-1.85388027321258
0.197271083333333,-1.74182346844879
0.198180166666667,-1.35471814290113
0.19908925,-0.88611695934344
0.199998333333333,-0.794434119082155
0.200907416666667,-0.957425835102221
0.2018165,-1.04910867536351
0.202725583333333,-1.26303530263984
0.203634666666667,-1.76219743295129
